"seqnames","start","end","width","strand","V4","V5","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENTREZID","SYMBOL","GENENAME"
"4",152779389,152779788,400,"*","*",0.569130340810216,"Promoter (<=1kb)",4,152769354,152779730,10377,2,"ENSG00000169989","ENST00000304337",0,"201798","TIGD4","tigger transposable element derived 4"
"2",111883787,111884186,400,"*","*",0.509089338004139,"Promoter (<=1kb)",2,111880510,111884181,3672,2,"ENSG00000153107","ENST00000467878",0,"64682","ANAPC1","anaphase promoting complex subunit 1"
"6",87589965,87590364,400,"*","*",0.466753800121448,"Promoter (<=1kb)",6,87590067,87667453,77387,1,"ENSG00000135336","ENST00000546266",0,"23595","ORC3","origin recognition complex subunit 3"
"6",125790503,125790902,400,"*","*",0.485317367811273,"Promoter (<=1kb)",6,125790940,125855240,64301,1,"ENSG00000111912","ENST00000453302",-38,"135112","NCOA7","nuclear receptor coactivator 7"
"2",28869926,28870325,400,"*","*",0.474638129978616,"Promoter (<=1kb)",2,28849821,28870309,20489,2,"ENSG00000171103","ENST00000306108",0,"55006","TRMT61B","tRNA methyltransferase 61B"
"11",22829435,22829834,400,"*","*",0.561670367763757,"Promoter (<=1kb)",11,22818927,22829801,10875,2,"ENSG00000198168","ENST00000354193",0,"258010","SVIP","small VCP interacting protein"
"12",120446428,120446827,400,"*","*",0.412521734363416,"Promoter (<=1kb)",12,120446444,120460344,13901,1,"ENSG00000257218","ENST00000548171",0,"283459","GATC","glutamyl-tRNA amidotransferase subunit C"
"2",151261489,151261888,400,"*","*",0.517775819969962,"Promoter (<=1kb)",2,151247940,151261863,13924,2,"ENSG00000184898","ENST00000331426",0,"375287","RBM43","RNA binding motif protein 43"
"15",75367965,75368364,400,"*","*",0.455249840638082,"Promoter (<=1kb)",15,75366516,75368006,1491,2,"ENSG00000140400","ENST00000569069",0,"4123","MAN2C1","mannosidase alpha class 2C member 1"
"16",87317045,87317444,400,"*","*",0.486174377007556,"Promoter (<=1kb)",16,87302801,87317420,14620,2,"ENSG00000260456","ENST00000618367",0,"100506581","C16orf95","chromosome 16 open reading frame 95"
"5",91280453,91280852,400,"*","*",0.540830689317399,"Promoter (<=1kb)",5,91280272,91281643,1372,1,"ENSG00000286638","ENST00000660900",181,NA,NA,NA
"17",8435948,8436347,400,"*","*",0.46342971356015,"Promoter (<=1kb)",17,8436034,8445747,9714,1,"ENSG00000166579","ENST00000583066",0,"81565","NDEL1","nudE neurodevelopment protein 1 like 1"
"10",100371007,100371406,400,"*","*",0.435744420088807,"Promoter (1-2kb)",10,100373099,100383372,10274,1,"ENSG00000235823","ENST00000668904",-1693,"90271","OLMALINC","oligodendrocyte maturation-associated long intergenic non-coding RNA"
"21",17819260,17819659,400,"*","*",0.465187710894707,"Promoter (<=1kb)",21,17788974,17819356,30383,2,"ENSG00000154642","ENST00000284881",0,"54149","C21orf91","chromosome 21 open reading frame 91"
"1",19597092,19597491,400,"*","*",0.421268884143066,"Promoter (<=1kb)",1,19597070,19626606,29537,1,"ENSG00000173436","ENST00000485362",22,"440574","MICOS10","mitochondrial contact site and cristae organizing system subunit 10"
"3",167734571,167734970,400,"*","*",0.438448294418179,"Promoter (<=1kb)",3,167683298,167734892,51595,2,"ENSG00000114209","ENST00000392750",0,"11235","PDCD10","programmed cell death 10"
"17",50909914,50910313,400,"*","*",0.472314805864577,"Promoter (<=1kb)",17,50909637,50910232,596,2,"ENSG00000262006","ENST00000573301",0,NA,NA,NA
"1",173824221,173824620,400,"*","*",0.449915894347486,"Promoter (<=1kb)",1,173799550,173824322,24773,2,"ENSG00000120334","ENST00000356198",0,"91687","CENPL","centromere protein L"
"6",15245389,15245788,400,"*","*",0.528958860462278,"Promoter (<=1kb)",6,15246069,15522042,275974,1,"ENSG00000008083","ENST00000341776",-281,"3720","JARID2","jumonji and AT-rich interaction domain containing 2"
"15",51829642,51830041,400,"*","*",0.494107485044855,"Promoter (<=1kb)",15,51829653,51915725,86073,1,"ENSG00000138594","ENST00000308580",0,"29766","TMOD3","tropomodulin 3"
"5",96807362,96807761,400,"*","*",0.415977656198022,"Promoter (<=1kb)",5,96797247,96807922,10676,2,"ENSG00000164307","ENST00000503921",161,"51752","ERAP1","endoplasmic reticulum aminopeptidase 1"
"1",161612292,161612691,400,"*","*",0.534080652341059,"Distal Intergenic",1,161606291,161608217,1927,1,"ENSG00000225217","ENST00000445535",6001,NA,NA,NA
"12",54279414,54279813,400,"*","*",0.486483765110056,"Promoter (<=1kb)",12,54278621,54279696,1076,2,"ENSG00000289154","ENST00000692885",0,NA,NA,NA
"11",62753884,62754283,400,"*","*",0.455312874764753,"Promoter (<=1kb)",11,62750963,62754160,3198,2,"ENSG00000185670","ENST00000394807",0,"79842","ZBTB3","zinc finger and BTB domain containing 3"
"10",100997874,100998273,400,"*","*",0.423759001095475,"Promoter (<=1kb)",10,100998348,101003694,5347,1,"ENSG00000107816","ENST00000429732",-75,"84445","LZTS2","leucine zipper tumor suppressor 2"
"8",41490594,41490993,400,"*","*",0.493549237673909,"Promoter (<=1kb)",8,41490612,41509673,19062,1,"ENSG00000147533","ENST00000523420",0,"51125","GOLGA7","golgin A7"
"10",133275628,133276027,400,"*","*",0.375797289439695,"Promoter (<=1kb)",10,133271814,133275994,4181,2,"ENSG00000151651","ENST00000537099",0,"101","ADAM8","ADAM metallopeptidase domain 8"
"3",12983013,12983412,400,"*","*",0.461178744259321,"Intron (ENST00000613206/ENSG00000144711, intron 1 of 13)",3,12900577,12987036,86460,2,"ENSG00000144711","ENST00000618604",3624,"9922","IQSEC1","IQ motif and Sec7 domain ArfGEF 1"
"8",81093639,81094038,400,"*","*",0.411488243058374,"Intron (ENST00000220597/ENSG00000076641, intron 1 of 8)",8,80967810,81112068,144259,2,"ENSG00000076641","ENST00000220597",18030,"55824","PAG1","phosphoprotein membrane anchor with glycosphingolipid microdomains 1"
"12",26832814,26833213,400,"*","*",0.505193220107247,"Promoter (<=1kb)",12,26335352,26833194,497843,2,"ENSG00000123104","ENST00000381340",0,"3709","ITPR2","inositol 1,4,5-trisphosphate receptor type 2"
"17",56833999,56834398,400,"*","*",0.457284706415695,"Promoter (<=1kb)",17,56834107,56836466,2360,1,"ENSG00000153933","ENST00000572810",0,"8526","DGKE","diacylglycerol kinase epsilon"
"10",68471593,68471992,400,"*","*",0.511472279939054,"Promoter (<=1kb)",10,68414064,68471886,57823,2,"ENSG00000138346","ENST00000551118",0,"1763","DNA2","DNA replication helicase/nuclease 2"
"1",35268711,35269110,400,"*","*",0.520698088079383,"Promoter (<=1kb)",1,35269033,35359229,90197,1,"ENSG00000146463","ENST00000441447",0,"9202","ZMYM4","zinc finger MYM-type containing 4"
"6",106164127,106164526,400,"*","*",0.407301665319766,"Intron (ENST00000636437/ENSG00000057663, intron 6 of 6)",6,106184476,106202429,17954,2,"ENSG00000057663","ENST00000475645",37903,"9474","ATG5","autophagy related 5"
"18",9102547,9102946,400,"*","*",0.392188661473776,"Promoter (<=1kb)",18,9102630,9117887,15258,1,"ENSG00000178127","ENST00000577703",0,"4729","NDUFV2","NADH:ubiquinone oxidoreductase core subunit V2"
"6",11093686,11094085,400,"*","*",0.440685248110408,"Promoter (<=1kb)",6,11093834,11138733,44900,1,"ENSG00000224531","ENST00000416247",0,"221710","SMIM13","small integral membrane protein 13"
"18",49487050,49487449,400,"*","*",0.463442192484848,"Promoter (<=1kb)",18,49477243,49487234,9992,2,"ENSG00000177576","ENST00000318240",0,"497661","C18orf32","chromosome 18 open reading frame 32"
"19",13986169,13986568,400,"*","*",0.390043951973847,"Intron (ENST00000254325/ENSG00000132005, intron 2 of 20)",19,13983313,14006262,22950,2,"ENSG00000132005","ENST00000588885",19694,"5989","RFX1","regulatory factor X1"
"9",125746169,125746568,400,"*","*",0.567724235038347,"Promoter (<=1kb)",9,125744347,125746552,2206,2,"ENSG00000229582","ENST00000606827",0,NA,NA,NA
"16",30748336,30748735,400,"*","*",0.456921380883829,"Promoter (<=1kb)",16,30748402,30757365,8964,1,"ENSG00000156873","ENST00000564838",0,"5261","PHKG2","phosphorylase kinase catalytic subunit gamma 2"
"3",197712257,197712656,400,"*","*",0.507464685259216,"Intron (ENST00000296343/ENSG00000145016, intron 2 of 19)",3,197674020,197718130,44111,2,"ENSG00000145016","ENST00000413360",5474,"9711","RUBCN","rubicon autophagy regulator"
"15",88638923,88639322,400,"*","*",0.390088418435057,"Promoter (<=1kb)",15,88638953,88655531,16579,1,"ENSG00000172183","ENST00000559876",0,"3669","ISG20","interferon stimulated exonuclease gene 20"
"1",234980641,234981040,400,"*","*",0.397426743378075,"Promoter (<=1kb)",1,234978814,234980804,1991,2,"ENSG00000258082","ENST00000549744",0,NA,NA,NA
"2",230411542,230411941,400,"*","*",0.371825215198484,"Promoter (<=1kb)",2,230410700,230412529,1830,2,"ENSG00000279964","ENST00000623048",588,NA,NA,NA
"17",16217162,16217561,400,"*","*",0.460965360869851,"Promoter (<=1kb)",17,16217191,16300187,82997,1,"ENSG00000108474","ENST00000607144",0,"9487","PIGL","phosphatidylinositol glycan anchor biosynthesis class L"
"10",43362088,43362487,400,"*","*",0.444240151059935,"Distal Intergenic",10,43371636,43376335,4700,1,"ENSG00000150201","ENST00000476166",-9149,"53828","FXYD4","FXYD domain containing ion transport regulator 4"
"2",118013540,118013939,400,"*","*",0.46453659162166,"Promoter (<=1kb)",2,117915481,118014070,98590,2,"ENSG00000125633","ENST00000376300",131,"54520","CCDC93","coiled-coil domain containing 93"
"17",60391627,60392026,400,"*","*",0.480164871158074,"Promoter (<=1kb)",17,60249058,60391975,142918,2,"ENSG00000170832","ENST00000393003",0,"84669","USP32","ubiquitin specific peptidase 32"
"11",74949060,74949459,400,"*","*",0.4031432139844,"Promoter (<=1kb)",11,74949261,74977156,27896,1,"ENSG00000118363","ENST00000530257",0,"9789","SPCS2","signal peptidase complex subunit 2"
"3",160449381,160449780,400,"*","*",0.40844918105123,"Promoter (<=1kb)",3,160438651,160449725,11075,2,"ENSG00000213186","ENST00000479460",0,"286827","TRIM59","tripartite motif containing 59"
"17",14300869,14301268,400,"*","*",0.47352311684608,"Promoter (<=1kb)",17,14301081,14349404,48324,1,"ENSG00000125430","ENST00000360954",0,"9953","HS3ST3B1","heparan sulfate-glucosamine 3-sulfotransferase 3B1"
"10",75210069,75210468,400,"*","*",0.406589511025784,"Promoter (<=1kb)",10,75210154,75230951,20798,1,"ENSG00000165637","ENST00000298468",0,"7417","VDAC2","voltage dependent anion channel 2"
"18",35240827,35241226,400,"*","*",0.498752166672051,"Promoter (<=1kb)",18,35241030,35243000,1971,1,"ENSG00000186812","ENST00000589630",0,"84307","ZNF397","zinc finger protein 397"
"1",224329990,224330389,400,"*","*",0.413016498284277,"Promoter (<=1kb)",1,224227334,224330121,102788,2,"ENSG00000143748","ENST00000469968",0,"4931","NVL","nuclear VCP like"
"12",48105714,48106113,400,"*","*",0.430279423270459,"Promoter (<=1kb)",12,48042897,48106079,63183,2,"ENSG00000079387","ENST00000549518",0,"29843","SENP1","SUMO specific peptidase 1"
"22",35627453,35627852,400,"*","*",0.516347871036125,"Exon (ENST00000472240/ENSG00000268818, exon 2 of 2)",22,35607333,35623401,16069,2,"ENSG00000198125","ENST00000443033",-4052,"4151","MB","myoglobin"
"8",51899280,51899679,400,"*","*",0.414858200269528,"Promoter (<=1kb)",8,51899283,51900287,1005,1,"ENSG00000228801","ENST00000684825",0,"102724330","PCMTD1-DT","PCMTD1 divergent transcript"
"1",59296610,59297009,400,"*","*",0.474111104215034,"Promoter (<=1kb)",1,59296638,59321712,25075,1,"ENSG00000172456","ENST00000582567",0,"55277","FGGY","FGGY carbohydrate kinase domain containing"
"6",32589490,32589889,400,"*","*",0.535019366667305,"Promoter (<=1kb)",6,32578769,32589848,11080,2,"ENSG00000196126","ENST00000360004",0,"3123","HLA-DRB1","major histocompatibility complex, class II, DR beta 1"
"15",74845036,74845435,400,"*","*",0.375961990085635,"Promoter (1-2kb)",15,74836118,74843346,7229,2,"ENSG00000140474","ENST00000570276",-1690,"25989","ULK3","unc-51 like kinase 3"
"1",11012664,11013063,400,"*","*",0.424944112788614,"Promoter (<=1kb)",1,11012670,11022310,9641,1,"ENSG00000120948","ENST00000621715",0,"23435","TARDBP","TAR DNA binding protein"
"12",110689480,110689879,400,"*","*",0.438238134089454,"Promoter (<=1kb)",12,110649133,110689778,40646,2,"ENSG00000122986","ENST00000439744",0,"84329","HVCN1","hydrogen voltage gated channel 1"
"1",161068096,161068495,400,"*","*",0.357013480751134,"Promoter (1-2kb)",1,161046948,161069666,22719,2,"ENSG00000186517","ENST00000368016",1171,"257106","ARHGAP30","Rho GTPase activating protein 30"
"22",19432260,19432720,461,"*","*",0.410782729482687,"Promoter (<=1kb)",22,19432545,19436075,3531,1,"ENSG00000185608","ENST00000333130",0,"64976","MRPL40","mitochondrial ribosomal protein L40"
"7",98202626,98203025,400,"*","*",0.541050134492619,"Intron (ENST00000297293/ENSG00000164715, intron 11 of 13)",7,98211439,98215457,4019,1,"ENSG00000180535","ENST00000609256",-8414,"168620","BHLHA15","basic helix-loop-helix family member a15"
"2",43995591,43995990,400,"*","*",0.422553700401578,"Promoter (<=1kb)",2,43886224,43995989,109766,2,"ENSG00000138095","ENST00000260665",0,"10128","LRPPRC","leucine rich pentatricopeptide repeat containing"
"1",225777861,225778260,400,"*","*",0.423557874570255,"Promoter (<=1kb)",1,225777872,225790468,12597,1,"ENSG00000143742","ENST00000651761",0,"6726","SRP9","signal recognition particle 9"
"1",160261933,160262332,400,"*","*",0.391270978541648,"Promoter (<=1kb)",1,160262015,160262720,706,1,"ENSG00000228606","ENST00000642063",0,"100287049","DCAF8-DT","DCAF8 divergent transcript"
"16",84966,85365,400,"*","*",0.386575086004437,"Intron (ENST00000436333/ENSG00000103152, intron 3 of 3)",16,90631,91102,472,1,"ENSG00000269482","ENST00000601483",-5266,NA,NA,NA
"7",44573930,44574329,400,"*","*",0.39266772083596,"Promoter (<=1kb)",7,44572650,44573925,1276,2,"ENSG00000136271","ENST00000479440",-5,"54606","DDX56","DEAD-box helicase 56"
"22",46762572,46762971,400,"*","*",0.436274874896759,"Promoter (<=1kb)",22,46762617,47175699,413083,1,"ENSG00000054611","ENST00000380995",0,"25771","TBC1D22A","TBC1 domain family member 22A"
"11",35143693,35144092,400,"*","*",0.383583619518179,"Intron (ENST00000526025/ENSG00000026508, intron 1 of 1)",11,35139306,35223320,84015,1,"ENSG00000026508","ENST00000442151",4387,"960","CD44","CD44 molecule (Indian blood group)"
"9",127771316,127771715,400,"*","*",0.355026591360601,"Promoter (<=1kb)",9,127738317,127771438,33122,2,"ENSG00000095370","ENST00000373277",0,"10044","SH2D3C","SH2 domain containing 3C"
"5",128082872,128083271,400,"*","*",0.528606148968227,"Promoter (<=1kb)",5,127939152,128083100,143949,2,"ENSG00000245937","ENST00000499346",0,"644873","SLC12A2-DT","SLC12A2 divergent transcript"
"2",203014591,203014990,400,"*","*",0.485372368984709,"Promoter (<=1kb)",2,202899557,203014798,115242,2,"ENSG00000138442","ENST00000477723",0,"55759","WDR12","WD repeat domain 12"
"12",51323935,51324334,400,"*","*",0.356475676725861,"Promoter (<=1kb)",12,51281038,51324115,43078,2,"ENSG00000110934","ENST00000604560",0,"51411","BIN2","bridging integrator 2"
"12",14803154,14803553,400,"*","*",0.418610217946803,"Promoter (<=1kb)",12,14784582,14803478,18897,2,"ENSG00000084463","ENST00000261167",0,"51729","WBP11","WW domain binding protein 11"
"2",136375595,136375994,400,"*","*",0.473822455201848,"Distal Intergenic",2,136390332,136390669,338,1,"ENSG00000251976","ENST00000516167",-14338,"106479157","RN7SKP141","RN7SK pseudogene 141"
"1",45750434,45750833,400,"*","*",0.420811340514746,"Promoter (<=1kb)",1,45694324,45750650,56327,2,"ENSG00000197429","ENST00000359942",0,"3652","IPP","intracisternal A particle-promoted polypeptide"
"1",75785945,75786344,400,"*","*",0.419192119528174,"Promoter (<=1kb)",1,75786197,75794833,8637,1,"ENSG00000137955","ENST00000496055",0,"5876","RABGGTB","Rab geranylgeranyltransferase subunit beta"
"6",144063777,144064176,400,"*","*",0.468495532128982,"Promoter (<=1kb)",6,143942624,144064511,121888,2,"ENSG00000118495","ENST00000626373",335,"5325","PLAGL1","PLAG1 like zinc finger 1"
"15",41935021,41935420,400,"*","*",0.369906093055513,"Intron (ENST00000220325/ENSG00000103966, intron 3 of 5)",15,41921417,41929286,7870,1,"ENSG00000259883","ENST00000564168",13604,"101928363","EHD4-AS1","EHD4 antisense RNA 1"
"4",121200836,121201235,400,"*","*",0.574895553322798,"Intron (ENST00000507879/ENSG00000050730, intron 2 of 12)",4,121192797,121192903,107,2,"ENSG00000252183","ENST00000516374",-7933,"106481479","RNU6-948P","RNA, U6 small nuclear 948, pseudogene"
"4",151015089,151015488,400,"*","*",0.429792074316441,"Promoter (<=1kb)",4,150264435,151015284,750850,2,"ENSG00000198589","ENST00000651943",0,"987","LRBA","LPS responsive beige-like anchor protein"
"6",7389364,7389763,400,"*","*",0.41691533762058,"Promoter (<=1kb)",6,7326656,7389390,62735,2,"ENSG00000164304","ENST00000458291",0,"285782","CAGE1","cancer antigen 1"
"5",139481447,139481846,400,"*","*",0.358149201705683,"Promoter (<=1kb)",5,139476345,139481461,5117,2,"ENSG00000184584","ENST00000503287",0,"340061","STING1","stimulator of interferon response cGAMP interactor 1"
"22",37953772,37954171,400,"*","*",0.475239781883525,"Promoter (<=1kb)",22,37953727,37967801,14075,1,"ENSG00000100142","ENST00000470701",45,"5435","POLR2F","RNA polymerase II, I and III subunit F"
"18",13437982,13438381,400,"*","*",0.512431322306125,"Exon (ENST00000587905/ENSG00000168675, exon 4 of 5)",18,13443720,13621271,177552,1,"ENSG00000168675","ENST00000678309",-5339,"753","LDLRAD4","low density lipoprotein receptor class A domain containing 4"
"2",191677893,191678292,400,"*","*",0.435906074319394,"Promoter (<=1kb)",2,191678068,191682487,4420,1,"ENSG00000173559","ENST00000491331",0,"64859","NABP1","nucleic acid binding protein 1"
"17",5438756,5439155,400,"*","*",0.476898693543103,"Promoter (<=1kb)",17,5432777,5439155,6379,2,"ENSG00000108561","ENST00000225698",0,"708","C1QBP","complement C1q binding protein"
"7",2555379,2555778,400,"*","*",0.428451672979541,"Promoter (<=1kb)",7,2537810,2555524,17715,2,"ENSG00000106009","ENST00000340611",0,"221927","BRAT1","BRCA1 associated ATM activator 1"
"4",105708326,105708725,400,"*","*",0.442111553722582,"Promoter (<=1kb)",4,105682627,105708689,26063,2,"ENSG00000138785","ENST00000340139",0,"57117","INTS12","integrator complex subunit 12"
"2",128091107,128091528,422,"*","*",0.428973990891189,"Promoter (<=1kb)",2,128091200,128108054,16855,1,"ENSG00000136731","ENST00000430075",0,"56886","UGGT1","UDP-glucose glycoprotein glucosyltransferase 1"
"17",35448459,35448858,400,"*","*",0.432646132390928,"Promoter (<=1kb)",17,35435096,35448766,13671,2,"ENSG00000154760","ENST00000285013",0,"146857","SLFN13","schlafen family member 13"
"11",118572428,118572827,400,"*","*",0.393556256329148,"Promoter (<=1kb)",11,118572436,118603033,30598,1,"ENSG00000095139","ENST00000534182",0,"372","ARCN1","archain 1"
"10",98446557,98446956,400,"*","*",0.433354088706898,"Promoter (<=1kb)",10,98416198,98446926,30729,2,"ENSG00000107521","ENST00000325103",0,"3257","HPS1","HPS1 biogenesis of lysosomal organelles complex 3 subunit 1"
"2",113756212,113756620,409,"*","*",0.436746825293774,"Promoter (<=1kb)",2,113741884,113756620,14737,2,"ENSG00000115084","ENST00000409342",0,"80255","SLC35F5","solute carrier family 35 member F5"
"4",145936557,145936956,400,"*","*",0.450607627043673,"Promoter (<=1kb)",4,145902928,145936189,33262,2,"ENSG00000151612","ENST00000671699",-368,"152485","ZNF827","zinc finger protein 827"
"14",91060694,91061093,400,"*","*",0.442291360788606,"Promoter (<=1kb)",14,91060832,91167378,106547,1,"ENSG00000133943","ENST00000522837",0,"80017","DGLUCY","D-glutamate cyclase"
"1",86705086,86705485,400,"*","*",0.3812501227039,"Promoter (<=1kb)",1,86704895,86743268,38374,1,"ENSG00000097033","ENST00000482504",191,"51100","SH3GLB1","SH3 domain containing GRB2 like, endophilin B1"
"7",4744973,4745372,400,"*","*",0.391949402704211,"Intron (ENST00000328914/ENSG00000164916, intron 2 of 8)",7,4740859,4755051,14193,1,"ENSG00000164916","ENST00000460979",4114,"221937","FOXK1","forkhead box K1"
"14",22766721,22767120,400,"*","*",0.419170102821576,"Promoter (<=1kb)",14,22766925,22768261,1337,1,"ENSG00000155463","ENST00000556473",0,"5018","OXA1L","OXA1L mitochondrial inner membrane protein"
"15",70509655,70510054,400,"*","*",0.511904628688483,"Distal Intergenic",15,70503907,70505928,2022,2,"ENSG00000259473","ENST00000559752",-3727,"105370880","LINC02205","long intergenic non-protein coding RNA 2205"
"15",65792531,65792930,400,"*","*",0.419636279623286,"Promoter (<=1kb)",15,65792447,65877819,85373,1,"ENSG00000103769","ENST00000568850",84,"8766","RAB11A","RAB11A, member RAS oncogene family"
"18",657853,658252,400,"*","*",0.422036886079678,"Promoter (<=1kb)",18,658264,659689,1426,1,"ENSG00000176890","ENST00000584122",-12,"7298","TYMS","thymidylate synthetase"
"11",102346827,102347226,400,"*","*",0.419824579813248,"Promoter (<=1kb)",11,102347211,102349013,1803,1,"ENSG00000110330","ENST00000527808",0,"329","BIRC2","baculoviral IAP repeat containing 2"
